cluster_id,summary,original_reviews
293,i bought this product to add to the memory for my windows 8.1 tablet dell venue pro. it works as advertised and allows files to be stored on this memory instead of tablets memory.,"['had no issues inserting this into an hp tablet and adding photos, music, etc to the memory. reads writes quickly. great value.', 'purchased to add to the memory for my windows 8.1 tablet dell venue pro and it works like a charm! also, i shopped aroundand it was the best price i found!', 'i bought this product in order to use with my dell venue 8 pro tablet. it works as advertised and allows files to be stored on this memory instead of tablets memory. i re formatted it to use ntfs mode and have not noticed any problems.ds']"
294,sandisk 32 gb microsdhc cards are excellent options for both devices. they are installed as sublimental memory for a galaxy tab 3 8 inch tablet - it comes with only 8gg of storage only about 4gr left after all the junk and bloatware it brings.,"[""this is the second one of these sandisk 32 gb microsdhc cards i have bought. one i installed in my samsung galaxy s3 and this one i installed in my samsung galaxy tab 3 8.0. these are excellent options for both devices to expand storage. one of the reasons i went with samsung products is because you can use microsd cards unlike apple iphone products where you can't."", ""installed as sublimental memory for samsung tab 3 8 inch tablet. doesn't look like apps can be installed on the card, but that is a tab 3 issue, not a san disk issue. something to think about when chosing your tablet. i plan on installing a lot of memory hogging field guide apps, so thetab 3's 16 gb built in memory may be a problem for me. on the other hand, i have a lot of music, so the sd card will be useful."", ""we bought this card to use in a samsung tab 2 7 34 , since it came with only 8gb of storage only about 4gb left after all the junk and bloatware it comes with. we found out we couldn't delete the extra, unneeded apps without messing up the system. with the 32gb card, we hope to not need anymore storage for the foreseeable future. the card was immediately recognized by the system and is intergrated seemlessly. being able to use additional memory storage was one reason we got the samsung instead of the apple products."", 'the microsd card works wonderfully with my galaxy tab3 and gives me a great deal of extra storage for my media on the tablet', 'extremely easy install for samsung galaxy tab 3. gives me fast easy storage for movies and games. everything you could want from a micro sd.', 'after extensive review research i wanted the best 64gb available to improve increase memory for samsung tab 3 7.0 many cards out there but this one loaded up quickly and appears to be ready for add on apps and preserving meory storage. the price was right, delivered quickly even with holiday, loaded and was quickly loaded compatible with samsung tab 3 7.0. sandisk actually has a use chart that will show shopper what card to use for their device. very helpful']"
295,"pro has doubled its storage capacity since i installed it. great price, great performance, no headaches. been going for a couple months now with no issues.","['this works perfect in my dell venue pro 8. all i had to do was to reformat the card before using it.', 'got this for the dell venue 8 pro and it works perfectly. no complaints. here are more words to complete my review.', 'i bought this for my dell venue pro 8 64 gb so that it would boost the memory to 128 gb. it is super easy to use, great shipping and i got it very quickly.', ""i've been using this card on my venue pro 8 without any issues. i used primarily to store photos and videos. the card is reliable but not fast. data transfers on windows range from 15 to 20mb s. that speed is sufficient for most purposes. i got my card at 32 which is s good deal. a faster card can easily double this price."", 'works great on the dell venue 11 pro tablet. i now have double the space. can store over 50 full length movies.', ""i installed this item into my dell venue 8 pro and it has worked just fine at housing my programs. i'm very happy with this device."", 'added this to my dell venue 11 pro for extra storage space. i popped the card holder out of my tablet, inserted the memory card and the tablet recognized it right away. read write time is as fast as the ssd drive in my tablet. no complaints here!!', ""so far working great, i'm using on my dell venue 8 pro and is working fine, no issues"", 'i used this product with my dell venue 8 pro. after a couple months of use, it stopped letting me add new files or delete old ones.i tried reformatting and wiping the disk, but nothing worked. since the vast majority of the reviews appear to be positive, i assume i just got a bad one.', 'i was surprised to see the main drive in my dell venue pro 8 was almost completely consumed by the windows os. i added this card to create some space for myself. the tablet recognized it as an additional disc with 29gb available. that gives me plenty of breathing room for what i do with the tablet, and the speed is incredible. i am very pleased with this product, and will purchase another one when i upgrade the card in my gopro this summer.', ""i purchased this for my dell venue 11 pro, which effectively doubled it's storage capacity. installation was simple and the card has worked flawlessly since i installed it. great price, great performance, no headaches. been going for a couple months now with no issues.""]"
296,"the dell venue pro 8 tablet works well very fast at least for the tablet. the memory is more this speed than true ssd and is better than a true-sandisk - it's more than adequate for all downloads, videos, photos, etc to be on the microsD.","['got this for my dell venue pro 8 tablet works well very fast at least for the tablet, of which the memory is more this speed than true ssd and sandisk gives you good quality for a reasonable price. goes on sale often here on amazon so look for a deal.', 'got this for use with the dell venue 32gb. with a smaller hard drive space, it was critical for all downloads, videos, photos, etc to be on the microsd. speed is more than adequate. great deal for 20', ""64 gb of fast microsd storage at a great price. what's not to love? works perfectly with my 64gb dell venue pro 8."", 'i am using this with my dell venue 8 pro 64gb, and it is actually as fast as the onboard flash based ssd. i can write to it very quickly, an di can read from it even quicker. i recommend this if you need some additional storage space.']"
297,windows surface pro 128 gb has 64 bg ssd which locks in.,"['i just added about 35 more space to my windows surface pro with this little gem. 64gb . it worked seamlessly.', ""i bought this for my surface pro 128 gb. so now i have an additional 64 gb which i use for movies and music etc so i don't use up my 128 gb ssd for that stuff. works great!"", 'this does not lock in perfectly into a surface 2. it locks in but you have to force it. other than that it gives you about 59gb once installed.']"
298,i bought this card for my parent's asus transformer tablet. it installed with no issues and they love it - it works well with my tablet.,"[""i purchased this card for my parent's asus transformer tablet as a christmas gift. it installed with no issues and they love it. i made the mistake of buying a no name sd card for my tablet motorola xoom previously and had to return it as my tablet didn't recognize it. the sandisk brand is excellent quality. i guess it just goes to show you, you get what you pay for. the amazon price is good. never again will buy cheap for a memory card."", 'i would recommend this memory card to anyone. it works well with my tablet. i have no problems with it.', 'this works much better than any sd card i had in the past i have class 4 off brand cards and it is perfect for the tablet that i bought it for.']"
299,i bought a windows surface with 8 pro. it has 128gb ssd which is pretty good but adding the card gives me 64gg of storage and backup that is nearly as fast as the ntfs. this card is an excellent way to upgrade the storage space on your surface.,"[""i got this to upgrade my surface pro 2's storage and it works nicely, what do i store on it? bunch of mp3's and games on steam.it works well, the games run fine, boot pretty quick, the one issues i had was installing the games, sometimes the card would vanish from the drive and i'd have to pop it in and out to get it to go again, however i feel like that could be software related as nothing like that happened while playing a game.best idea is to install the game on the surface, move the files over manually to the card, 34 tell steam to uninstall the game 34 to erase it from the list, then hit install, point it to the folder on the card, then it'll spot the files, download only a few things and bam, it works.about the card itself, i wouldn't rely on multitasking off this thing, as it's not meant for that as in if you're playing music off this card, do not install a game at the same time. it's fast at 1 thing, not many."", 'bought a windows surface with 8 pro. it has a 128gb ssd which is pretty good, but adding the card gives me 64gb of storage and backup that is nearly as fast as the ssd.', ""with a little work, this card is an excellent way to inexpensivly upgrade the storage space on your surface rt or surface pro. all you need to do is reformat the card as ntfs and add a virtual hard drive done in disk managment once that's done, you have an extra 32gb of space for very little money!""]"
300,the sandisk ultra is the best dang card i've ever used. it comes with an adapter to make it a full sized'sd card',"['i bought this to expand the memory on my galaxy s4. inexpensive, easily to install, and comes with an adapter to make it a full sized sd card, the sandisk ultra should be at the top of your list.', ""there are things that i would like to say about the sand disk ultra.it is the best dang sd card i've ever used. all rights so let's be honest i just put this in my phone so that i would have extra storage for photos and videoshowever it is really good because it just sits in my phone and i don't have to do anything about it.seriously i can access everything by just connecting my phone to usb so it is essentially like the phone has another hard drive.""]"
301,i used it in my new sony hdr as15 action camcorder with no problems. 32gb for 20?,"['good with low pricethankssandisk ulttra i used it for my dash cam. and its works. i can record unto 32g but as user i regularly formatting 1or 2 times amonths to keep memory in a good conditionthanks', 'nice product, perfect package and speed of recording. my camera will stay better with this memory. i recommend for all.', 'i am amazed that i can buy 32 gb of nonvolatile memory for so little! used it in my new sony hdr as15 action camcorder with no problems.', 'nice product at a reasonable price. i use mine in a gopro camera and it works great. i would recommend this memory for high speed action video as it works great.', 'works great with my dash cam. 32gb for 20? yeah i would say this is a win! works in my phone and digital camera as well.']"
302,microsoft's surface pro is the worst tablet ever. sandisk cards are a common problem with the surface rt and btw vs. the ms pc.,"['works just fine installed on my new ms surface pro...too bad windows 8 user experience is lacking! delivered and works as expected from sandisk.', ""i bought this primarily to use in my surface pro. it would randomly dismount itself. i do not know if it was the surface's fault or the card's fault. upon doing a little internet searching, i found this to be a common problem with sandisk cards and the surface pro. i used another brand microsdxc and it has worked fine."", 'got this card for my surface rt, which, btw is the worst tablet ever. no problems gets and it recognized it as soon as i put it in.', 'i bought this memory for my microsoft surface rt. it works great and it is super fast. i am storing movies, music and pictures. great!']"
303,microsoft surface rt loaded a movie on it and is happy her device has some extra memory installation on her.,"[""i bought this because i was having problems with other microsd cards not working in my surface rt. i plugged this in, and it worked fine. i haven't done a full test on performance, but it appears to work at the expected speed."", 'got this to go in my daughters microsoft surface rt and it is doing great! she loaded a movie on it and is happy her device has some extra memory', 'installation on my surface was simple and added a lot more storage to my tablet. i liked the sd adapter so that i can use it like a mini usb drive from my larger pc.']"
304,"sandisk has made great memory products for a very long time. i bought this to expand the memory of 'a tablet' he bought for his fianc e, and it works well.","['my young kids all filled their tablets with games and needed some space. these worked just fine. i like sandisk. i would buy stock in their company but i am not a gambling man. good ratings on the transfer speed too might i add with it being a class 10.', 'sandisk has made great memory products for a very long time. this is no exception. i bought this to expand the memory of a tablet i bought for my fianc e, and it works well. i made sure to buy class 10 because i want the fastest interaction between the device and the storage. nothing ruins a user experience like waiting for storage to access and being read from, or written to.']"
305,easy to upload and export items from multiple devices with the adapter that comes with it.,"[""this product was early coming in. it works great in my samsung galaxy note 10.1 tablet. it's easy to upload and export items from multiple devices with the adapter that comes with it."", ""i bought this to use i'm my galaxy note 10.1 tablet. so far so good. simple put into microsd slot and began storing data on it"", 'works great right out of the package, makes a great addition with the 32 gb galaxy note 10.1 tablet and will recommend it to anyone.']"
306,"tha memory card works great, i bought 3 when they were on sale. it was a gopro hero3 camera and it worked great - just what he needed to complete the set. if you have shopped, it's ok.","['tha memory card works great, i havent had any problem with it, i recommend it for a gopro h3 camera', ""i bought 3 when they were on sale but i did buy 1 prior to the sell. i use it in my go pro and it works great. i can't compare to others tho because this is the only memory card i've used before"", 'is exactly what you can expect from a memory card. nothing more nothing less. i tested the card in my gopro hero3 and it worked.', 'good price for a 64gb card. purchased it to go along with the hero3 camera. just what i needed to complete the set']"
307,"sandisk has an app for it, so get the app it will work. the packaging also says that an android app is included, suggesting it is preinstalled. if you are stressing over this not working in your android device no worries go get it it's a good idea.","['i purchased this and could not get it to work. then i discovered that sandisk has an app for it. so if you are stressing over this not working in your android device no worries go get the app it will work.', ""what can i say? it works and was formatted for an android already. tho' i'm sure it will work w anything!"", 'i have both the samsung skyrocket and note 2 android phones and this card works great. mine came formatted for exfat. android will need it formatted in fat 32. to do this use the format function built into the phone. after the format it works great!', ""i used this on my android tablet pantech element and my galaxy s3 phone . the s3 took it without an issue but the pantech required me to format it as fat32.... it wouldn't read it any other way.... you can search the internet for fat32 formatter which will format the card as fat32 using an external card reader within seconds.after doing that, i've been using it for a few weeks now with no problems. very nice. now... just waiting for the 128gb model."", ""while sandisk's packaging makes much mention of android phones and tablets, there's nothing android specific about this microsdhc card. i bought the 32gb version to use in an automotive dashcam , where it works perfectly.the packaging also says that an android app is included , suggesting it is preinstalled on the card, but the very! fine print on the back says you have to download it. unlike another sandisk flash product i got recently, there was no bloatware preinstalled on the card.i like that this card is also said to be resistant to temperature extremes, important to me as it will be behind a car windshield and will get hot at times.""]"
308,"i bought this micro sd card to add storage to my acer tablet. the tablet did not recognize the device - and it works fine there! you can't simply use windows android can then read and write any size file, even files over 5gb, to and from this card!","['i purchased this to use with my samsung tablet. it works perfectly and stores a lot of information. i would buy this product again. sandisk knows how to make memory cards that last!', ""i just popped it in my sony xperia tablet z . it works. there is no sense that i will ever run out of room. if i was using it for work that might be different, but i could just change with a new micro sd card. i don't know why all tablets don't have a port for one. i feel confident with the sandisk brand. i have never bought a bad sandisk product."", ""i purchased this micro sd card to add storage to my acer tablet. unfortunately the tablet did not recognize the device. after uninstalling the card several times i decided to use it in my samsung phone and it works fine there.if you are going to buy this product for a tablet, i recommend you do you research and make sure it's compatible."", ""i have read many places that this would not work on android tablets, but have found that the card requires you to format in a windows computer to get it to work. even tablets that are rated to 32gb have been found to read write this card to 64gb. you need to download a free partitioning program, and format using that to fat32. first erase the current partition, then repartition to 64gb, then format. you can't simply use windows to format to fat32 on newer windows computers, and even on older vista, the max it will allow is 32gb at fat32. using the partitioning software bypasses that 32gb limit and formats the whole card so that when you after insert into tablet reads something like 59.4gb formatted space. huge capacity for the money, and a fast card. search internet for formatting 64gb microsd card for android and read up on it."", ""i bought the 64gb ultra card to increase storage on my acer a500 android ice cream sandwich 4.0.3 tablet. it didn't work as android doesn't support its native exfat formatting from the factory. insert the card into an sd adapter and plug it into a pc or laptop under real windows. reformat this card to the ntfs format with windows format utility and android can then read and write any size file, even files over 5gb, to and from this card. you do not need to root or modify the android tablet in any way, except to have ver 4.0.3 operating system on it. this product is very fast reading and writing and has proven very reliable...a great value in some really serious storage space."", 'i use this microsd card with my android tablet all the time. i store lots of movies and books on it, and it works great. highly recommend it.', 'i got this sd card for my android tablet. my only complaint is after the tablet installed its file system my computers would no longer recognize the sd card. still love it.']"
309,sandisk has always been the leader in these flash memory cards. it worked great in my asus tablet for 3 months then it just completely died. the prcess was painless and my replacement should arrive within a few days.,"['bought this for my sons tablet, and it works fine. sandisk has always been the leader in these flash memory cards, and has always been well worth the money.', ""it work great in my asus tablet for 3 months then it just completely died. it was not recognized by any of my devices. it had just died.i have rma'd it to sandisk. the prcess was painless and my replacement should arrive within a few days. they emailed me a return label thru ups and sent it off last week.when it worked the performance was great and access times were very fast. no lag in reading and writing data.if you get this just make sure you have a back up of your data incase of failure. had my tablet synced to my cloud service so i did not lose anything. i have purchased other sandisk items and have never had a issue."", ""i bought this for my wife's tablet computer. it has worked perfectly so for and i have no reason to believe it won't continue that way. sandisk makes very good products. i've used their products for many years and nothing has ever failed high performance, fair pricing and great reliability."", 'bought this for a samsung tablet which arrived busted. the tablet long gone back.still got the sandisk which is looking for a home in a another tablet.']"
310,great product for the price.gave me plenty of space to add videos and music. works well in my galaxy note tablet.,"['see above. nice to have the extra room in my blackberry z30. lots of content goes with me. packaging was adequate but not over the top.', 'good space for the money... put it in my asus memopad hd7 and i have all kinds of media on it with room to spare! love it!!', 'great product for the price.gave me plenty of space to add videos and music.works perfectly well with my galaxy note tablet', 'lots of space, hold lots of music, videos, pictures. good price, happy customer.no complaints. works well in my samsung tablet.', 'super addition to my tablet,it gives me the space need for my music. i am very satisfied with quality as well as price.']"
311,"the 32gb specification seems to limit the size, but it works great. this went in a new asus tablet with the latest android system in it.","['had it in my samsung tablet and it went bad after 2 months, wont let me reformat or read it or do anything with it. money down the drain.', ""i use this in an asus android tablet. i've had no problems using it to transfer data between the tablet and pc. no trouble with storage errors either."", 'it works great in a 7 34 andoid tablet. may switch it to my gopro for the additional memory. i will have to see if it downloads fast enought', 'works great in my asus android tablet. the 32gb specification seems to limit the size, but it works great, some i am happy to write more words.', 'this is a great little memory device. i now have several and they work without problem with my newer android tablets. older versions before jelly bean have problems accessing all 64mb jelly bean works great.', 'this went in a new asus tablet with the latest android system in it. it read and was used with no issues.']"
312,i bought it to expand the memory on a cheap android tablet. it worked well for me in my tablet as extra memory.,"['i bought it to expand the memory on a cheap android tablet. it is recognized and works fine. no problems.', 'it worked well for me in my tablet as extra memory. i would buy again when i need more memory']"
313,"sandisk ultra card does not meet the requirements for shooting in fxp mode 1920x1080, 17mbps. the ultra has functioned in 10 weather and after being dropped, so there's validity to the claim of it being temperature and shock proof?","['awesome card.. glad to be able to use it with my dslr!', 'price was right, shipping quick, class 10 card for hd video in my gopro.hard to rate it since memory cards are pretty much memory cards. nothing jumps out as excellent so that is why 4 of 5.', ""gets the job done for my gopro so that's good. i just never liked how small the actual card is due to its nature of it might just get lost...then that's game over. the price was amazing, so i got two for the price of half of one."", ""great card, great price...can't really beat sandisk. the brand has never let me down and is well built. i use this on a mobius action camera and it works wonders. it also has worked well on my gopro hero3 silver."", 'purchased in florida so the price was just fab, the card is excellent and very fast with my gopro hero 3 and an absolute must', ""my camera required it, the brand has a good history, my experience with the brand over years has been very good, the price was ok, buying via amazon is the easiest, least aerobic way to go. i've not found cards much cheaper from other brands and personally like to stick with those with which i have good experience."", 'its amazing how small these cards are, be careful not to loose it, i have almost a couple of times, i use this in my gopro and it works very good. shipped fast as well. a plus', 'bought for our recent gopro purchase to hold many videos shots. no problem with installing or viewing from chip. sandisk is our go to product for memory cards.', 'i have a problem with the size of these mini cards they are hard to hold on to and get in and out of my drift cameras they get stuck all the time', ""sandisk makes a lot of claims about this card and some of them are questionable. i own two, and while the high capacity low price certainly makes them useful, they're not the answer to all of my recording needs. first of all, do not use this with a gopro hero 3 or later model . despite sandisk's claims, these cards cannot handle the demands of true hd recording. gopro removed it from their list of recommended cards because it caused the cameras to lock up and turn off. even with mycanon vixia hf10 flash memory high definition camcorder technology which is over 10 years old the sandisk ultra card does not meet the requirements for shooting in fxp mode 1920x1080, 17mbps even though the camera says only a class 4 is required. a firmware update to the gopro 'fixed' the issue for hero 3 and hero 3 cameras, but it did so by throttling the recording speed for the cards, i.e. lowering the quality of the recording slightly.those shortcomings aside, the sandisk ultra can shoot in xp mode 1440 x 1080 on the vixia hf10 and it works with all of the settings of acontourroam waterproof hd 1080p. is it water proof, temperature proof, x ray proof, shock proof ? i can't say. the contourroam is a waterproof camera, so even non waterproof cards are safe for submersion if they're in the housing. the ultra has functioned in 10 weather and after being dropped, so there's validity to the claim of it being temperature and shock proof. i guess i'll find out whether it's x ray proof the next time i go through the airport..."", 'this is a solid card that i use in my gopro. it holds the data and the read write speeds are impressive.', 'i believe that this was a good price for this card its being used in a go pro without any issues.', 'you cant beat the price and it works great . i have no problems with the card i use it for my gopro it works great', 'what accolades can one say about an sd card that works and is an economical buy. put it in my gopro camera and promptly filled it up.']"
314,the recommended card for gopro cameras. it works great with my camera and canon 1d great card. the size is perfect for heavier photographers.,"[""the recommended card for gopro cameras. that's what i use it for and it works great providing outstanding performances and great quality."", 'great card. works with my gopro and canon 1d', 'great card. it has worked very well for me with my gopro. great quality and speed. the size is perfect for heavier photographers.']"
315,the galaxy note 10.1 read the card perfectly when installed. the problem went away 'too soon',"['item arrived in time as promised. works well with a galaxy note 10.1. there is nothing more to say about this product as it has been reviewed so many times. it works well, not a bad price at the time of ordering now it has come down . yes, you get the same card for lesser price from other sellers but i trust amazon for their customer service issues. i prefer to pay 2 bucks more and get it from amazon rather than getting it from unfamiliar sellers.', ""i was a bit concerned when i first ordered this microsd card. samsung's documentation says it is compatible with an sdhc card, but this one is sdxc. i read a bunch on google about incompatibilities, but they were older forum discussions. i read the sdxc used to be incompatible, but that samsung published an update late last year that allowed the galaxy note 10.1 to work with this card without the need for reformatting to a fat file system. for the price, i thought i didn't have much to lose and would give this a shot.my report the galaxy note 10.1 read the card perfectly when installed. there was a small glitch where the note asked to format the card after i removed it from the tablet and transferred about 25gb of data to the card from my pc while it was in a card reader . all i needed to do was to remove the card again, and reinsert and reboot the tablet, and the problem went away. have been using this for hours doing extensive read writes to the card with no failures. will update if i have any issues, but for now, i am extremely pleased with the performance on this."", ""card worked automatically and immediately in samsung note 10.1 2014 edition tablet. transfer fast and faultless thus far. previous reports of issues with sandisk memory cards not working on some samsung android devices concerned me but this doesn't seem to occur with the newer xc versions.""]"
316,"samsung galaxy tab 2 7.0 has a 64 gb card. it can be used as storage backup for music, photos and video - and it has to be formatted in fat 32. you can put your apps on your card with an app called link2sd.","['this tiny little card fit right into the slot on a samsung galaxy tab 2 7.0.the tablet recognized it right away and after some tweaking we are using the card as a storage backup for music, photos and video.', 'bought this to go with my samsung tab 2 7.0 tablet. even though the tablet indicates that it can only take up to a 32gb card. this 64 gb worked like a charm. now there is plenty of storage space for videos and music. recommended', ""i used this for my samsung galaxy tab 2 7.0 . like the others are saying, it had to be formatted in fat 32. you can put your apps on your sd card with an app called link2sd . you just have to partition the sd card in order to be able to use it. whether you get this card or a smaller one, you need one period for the tab 2 because you can't do much without a wifi connection if you just have the internal memory and you want to download a lot of apps.""]"
317,my granddaughter's phone was slowing down. she had a 2gb memory card in it and no room for more photos. now i have plenty of storage space for my phone.i can store hundreds of songs and at least 6 movies.,"[""my granddaughter's phone was slowing down. she had a 2gb memory card in it and no room for any more photos. she transferred all 499 photos to this 32gb card and has room for many more. love making her happy!"", 'this was a great deal and now i have plenty of storage space for my phone.i can store my ringtones, hundreds of songs and at least 6 movies.this is also the new micro sdxc card which is designed for high speed transfer.', 'i carry a ton of digital content with me on my phone and never want to run out of space. this is a very fast micro sd card and gives me 75 gb of usable space on my samsung galaxy note ii. i can take 20 pictures in about 5 seconds while listening to music.fast, efficient and tons of storage ... who can ask for more!billh', 'i bought this for my phone because the apps i was using were filling up the little space on the phone i had. i had never changed out the card on a phone before but it was surprisingly easy and now i have tons of room for all my photos and apps and stuff.', 'needed a large size micro sd for my new phone i have a very large music collection as well as large photo collection. i was thrilled to find this large of a micro sd. no worrying about how large a file could be, no worrying about taking videos, or snapping a few extra photos!']"
318,the card arrived promptly and has worked flawlessly in a dashcam. reads and writes good this card only lasted two weeks before it began giving read errors - no problems.,"['the card arrived promptly and has worked flawlessly in a dashcam. would recommend purchase to others if they need this kind of card.', 'using card in a sony action cam, records perfect, very happy with card and adapter. no problems. reads and writes good', ""this card only lasted two weeks before it began giving read errors. i used it in a dash cam and no matter how many times i formatted, it would only record for about a minute before failing again. i picked up a pny card since and it has worked beautifully. unfortunately, i've been swamped and forgot to return this card before my 30 days. not happy about that!"", ""card works fine. using in a wireless ip camera that records 720p. can think of much else to write... it's a memory card and it works""]"
319,i bought this 64gb memory card for my mini camcorder. it allows the camera to work for hours and continues copies - it was one of the best purchases ever made.,"['we use these in both our cameras when we are traveling. with the 32 gb we do not have to take a bunch of accessories. we also use them in our cell phones.', ""if you use one of the larger mp taking camera 12 14 16 etc you need this card. taking photos on those kinds of cameras really chews up the smaller mp cards. don't go on vacation without at least 1 of these babies, or you'll be having to carry lots of cards and probably end up losing one and your memories."", 'i bought this 64gb memory card for my mini camcorder. now i have unlimited picture and video taking capabilities. no more packing extra memory cards for me.', 'this card allows the camera to work for hours and continued copies.it was one of the best purchases i have ever made. it was worth the money.']"
320,i bought this to add some room on my new galaxy s3. it works great. we use them on our galaxy 3 phones and have never had a problem.,"['bought it fit in my new galaxy s5. nothing more to write. its a great product and price was good and it works.', 'i got this to add some room on my samsung galaxy s3. it works great. i do not have any complaints.', 'we ordered two of them, one for me and one for my sun.we use them on our galaxy 3 phones and have never hada problem. i never worry about space on my phone now.']"
321,i put this in my verizon samsung galaxy stellar and it works perfectly. bought this to add memory to my phone - no problems installing and the phone recognized it instantly. does what its supposed to do.,"['i put this in my verizon samsung galaxy stellar and it works perfectly. this is an easy way to add memory for pictures, music and apps, etc, to the phone', ""bought this to add memory to my phone. no problems installing and it works great. don't know if i could ask for anything more."", 'bought this for extended memory in a galaxy s iii. great price. easy to install and the phone recognized it instantly. does what its supposed to do.']"
322,samsung galaxy note 10.1 works great being able to pop it into my computer via the adapter to load large amounts of pictures on and then back to my tablet. this doesn't work on the galaxy Note 10 but it is getting detected but is not working on it.,"['i bought this memory card for my samsung note 10.1. i amis really happy about it and i am recommending this product am very pleased about it.', ""got it for my note 10.1 and it's great being able to pop it into my computer via the adapter to load large amounts of pictures on and then back into my tablet. kinda wishing i got a larger capacity one."", 'i confirm this works for my note on cm10 nightly. however it did not work upon arrival. it had to be re formatted into fat32. i used a small program fat32format through google. i believe other programs would work too.', ""this doesn't work on the galaxy note 10.1. it is getting detected however it is not being utilized by the note 10.1."", 'bought it for my galaxy note 10.1 and worked since day one. easy to use in multiple devices for transferring files also.', 'bought this for my samsung galaxy note 10.1 2014 edition. was a little worried about it being the right one because the documentation was skimpy and some people had problem getting 64gb working.no problem! just slipped it and when i went to settings it recognized it immediately.nice having the adapter so can move photos and files to my pc when i need it.', 'works flawlessly in my note 10.1 2014 edition. you get a bout 62.5gb usable storage.the only thing i have noticed and to be fair it is most likely the tablet or the app is a stutter when watching hd movies either downloaded fro google play or samsung hub i had to use the free gift cards that came with the tablet for something .i have not noticed any real lag or stutter when using the camera app. 34.95 seems to be a fair price these were about 100.00 earlier this year.', 'i bought this card for my samsung galaxy note 10.1. it is exactly what i wanted and it works great.', ""bought this for my note 10.1 for some extra space also use one in my note 2 no problem being recognized. now if only samsung would let me install apps on it, but that's not the cards fault.""]"
323,i bought a sandisk memory card on amazon and ordered one. it was much cheaper than the one she had seen in store! installed it in my phone and worked like 'a champ',"[""i didn't realize what small memory i had on my old phone t mobile my touch 3g slide! i mean the thing was so slow and not accepting downloading stuff anymore! i figured later than the memory might be small. sure it was! i looked up for a sandisk memory card on amazon and ordered one! was surprised it was much cheaper than i had seen in a store! installed it in my phone, worked like a champ! i can still use my phone for different downloads with that much memory!"", 'i bought 2 of these one for my phone and the opther for my tablet. you cannever have enough memory', 'this puts me at about 80 gb on my phone. i will be purchasing more of these as needed for other devices.', ""when i got my phone i didn't know about 6gb out of the 16gb would not have been available to me from the start because of its operating system and all the software that was pre installed so i used this to get more than enough memory for my phone and it works great i have all my music a few movies and all my pictures and all my ebooks on it"", 'i needed more memory because my phone kept telling me i was short on memory. this is more than enough memory and i have so many pictures on my phone now! this was a good buy!', 'definitely needed more memory for my phone. this is plenty of storage and was purchased at a very affordable price.', 'do your self a favor and get some memory for that fancy new phone.i have taken countless photos videos, downloaded several apps andloaded a bunch of music and still have room to spare.', 'i bought my stepdaughter a galaxy phone, and i didnt want to spend the extra money to upgrade her phone from 16gb. this was cheap and works fine.']"
324,i bought it because it was a great price for the capacity and rated speed. it's fast enough for most needs and the price is right.,"['great for adding a ton of storage to your smartphone or other device. fast enough for most needs and the price is right.', 'i bought it because it was a great price for the capacity and rated speed. i use it for storage in my nook hd', 'seems like a good alternative to flash drive. cost per gig seems like a pretty good deal, very convenient to carry around. i put my reading, music, pictures and videos on separate cards. much more portable. unfortunately smart phones and tablets are lagging.', ""it's fast, its small, its pretty cheap. i put one in a usb reader to use as a thumb drive."", ""didn't realize this was as small as it was, nice speed and great use cross device with the included adapter. lots of storage space for transferring files and films.""]"
325,"the nifty drive is a small adapter made from machined aluminum that fits seamlessly into your macbook pro's ssd slot. it is every bit as fast as the mac' 'internal' micro dd card, but it might be faster than the latest greatest minidrive - i'm using it","['purchased this along with the nifty minidrive for use as my time machine backup my macbook air 13 34 . perfect expansion!', ""when the wife's macbook air ssd got full, i dropped in one of these with a near flush mount sd adaptor also via amazon and set it up as a second drive for her itunes collection. now she's got plenty of room for pics of the kid."", 'i use this with a nifty minidrive, ... to extend the built in ssd in my macbook pro. i highly recommend it for anyone needing a speedy flash card.', ""i use this in tandem with a niftydrive on my macbook pro. for those of you who don't know, the nifty drive is a small adapter made from machined aluminum that fits seamlessly into your mac's ssd slot. with a 128 gb micro ssd you can add hard drive space very inexpensively. i put my entire dropbox folder over 100 gbs on this thing, and it is every bit as fast as the mac's internal ssd. in fact, i think it might be faster."", 'this makes a great supplement to not having the latest greatest ssd. i keep some personal documents on my work laptop on the micro sd card to save space on the primary ssd.', 'i was really excited when this came out i have a mac air and a lot of music and film on it so the ability to stick this in my minidrive was great, it was that or buy a 128gb minidrive air which is like 30 more that this and i already had a minidrive. problem is its not very fast, not fast enough, my girlfriend has a new 128gb minidrive and it runs way faster than this in my old adapter and new sandisk 128. its great though 128gb in this little chip glad its out cause now its just a matter of time before they make it better.thanks', 'i love this. i am using it to add additional storage space to my mb air together with the minidrive. i may not have comparable speed to an actual ssd but for audio files and photos it is good.']"
